x=(-2.635672,-0.788802 ), f(x)=39.329612
x=(-0.064706,-0.687765 ), f(x)=-0.935876
x=(0.058185,-0.602530 ), f(x)=-0.946510
x=(0.058185,-0.602530 ), f(x)=-0.946510
x=(0.058185,-0.602530 ), f(x)=-0.946510
x=(0.057734,-0.627250 ), f(x)=-0.977486
x=(0.057734,-0.627250 ), f(x)=-0.977486
x=(0.057734,-0.627250 ), f(x)=-0.977486
x=(0.007457,-0.672024 ), f(x)=-0.995425
x=(0.007457,-0.672024 ), f(x)=-0.995425
x=(0.007457,-0.672024 ), f(x)=-0.995425
x=(-0.002391,-0.714369 ), f(x)=-0.997843
x=(-0.002391,-0.714369 ), f(x)=-0.997843
x=(-0.002391,-0.714369 ), f(x)=-0.997843
x=(-0.002391,-0.714369 ), f(x)=-0.997843
x=(-0.002391,-0.714369 ), f(x)=-0.997843
x=(-0.002391,-0.714369 ), f(x)=-0.997843
x=(0.121092,-0.753569 ), f(x)=-1.014625
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.077730,-0.713324 ), f(x)=-1.031044
x=(0.090904,-0.707170 ), f(x)=-1.031374
x=(0.089243,-0.714404 ), f(x)=-1.031601
x=(0.089243,-0.714404 ), f(x)=-1.031601
x=(0.089243,-0.714404 ), f(x)=-1.031601
x=(0.089243,-0.714404 ), f(x)=-1.031601
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089269,-0.713868 ), f(x)=-1.031614
x=(0.089094,-0.713086 ), f(x)=-1.031624
x=(0.089950,-0.712704 ), f(x)=-1.031628
x=(0.089950,-0.712704 ), f(x)=-1.031628
x=(0.089950,-0.712704 ), f(x)=-1.031628
x=(0.089950,-0.712704 ), f(x)=-1.031628
x=(0.089950,-0.712704 ), f(x)=-1.031628
x=(0.089950,-0.712704 ), f(x)=-1.031628
x=(0.089950,-0.712704 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089845,-0.712580 ), f(x)=-1.031628
x=(0.089856,-0.712610 ), f(x)=-1.031628
x=(0.089856,-0.712610 ), f(x)=-1.031628
x=(0.089856,-0.712610 ), f(x)=-1.031628
x=(0.089856,-0.712610 ), f(x)=-1.031628
x=(0.089856,-0.712610 ), f(x)=-1.031628
x=(0.089852,-0.712617 ), f(x)=-1.031628
x=(0.089853,-0.712654 ), f(x)=-1.031628
x=(0.089853,-0.712654 ), f(x)=-1.031628
x=(0.089853,-0.712654 ), f(x)=-1.031628
x=(0.089853,-0.712654 ), f(x)=-1.031628
x=(0.089853,-0.712654 ), f(x)=-1.031628
x=(0.089853,-0.712654 ), f(x)=-1.031628
x=(0.089853,-0.712654 ), f(x)=-1.031628
x=(0.089853,-0.712654 ), f(x)=-1.031628
x=(0.089853,-0.712654 ), f(x)=-1.031628
x=(0.089853,-0.712654 ), f(x)=-1.031628
x=(0.089836,-0.712658 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089840,-0.712658 ), f(x)=-1.031628
x=(0.089840,-0.712658 ), f(x)=-1.031628
x=(0.089840,-0.712658 ), f(x)=-1.031628
x=(0.089840,-0.712658 ), f(x)=-1.031628
x=(0.089840,-0.712658 ), f(x)=-1.031628
x=(0.089840,-0.712658 ), f(x)=-1.031628
x=(0.089840,-0.712658 ), f(x)=-1.031628
x=(0.089840,-0.712658 ), f(x)=-1.031628
x=(0.089842,-0.712658 ), f(x)=-1.031628
x=(0.089842,-0.712658 ), f(x)=-1.031628
x=(0.089842,-0.712658 ), f(x)=-1.031628
x=(0.089842,-0.712658 ), f(x)=-1.031628
x=(0.089842,-0.712658 ), f(x)=-1.031628
x=(0.089841,-0.712656 ), f(x)=-1.031628
x=(0.089841,-0.712656 ), f(x)=-1.031628
x=(0.089841,-0.712656 ), f(x)=-1.031628
x=(0.089841,-0.712656 ), f(x)=-1.031628
x=(0.089841,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
