x=(0.152045,1.397949 ), f(x)=7.763393
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
x=(-1.703607,0.796084 ), f(x)=-0.215464
