x=(2.269567,0.133052 ), f(x)=10.673761
x=(-0.089843,0.712655 ), f(x)=-1.031628
x=(-0.089843,0.712655 ), f(x)=-1.031628
x=(-0.089843,0.712655 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
