x=(-2.143379,-1.794147 ), f(x)=38.791395
x=(0.089832,-0.712656 ), f(x)=-1.031628
x=(0.089832,-0.712656 ), f(x)=-1.031628
x=(0.089832,-0.712656 ), f(x)=-1.031628
x=(0.089832,-0.712656 ), f(x)=-1.031628
x=(0.089832,-0.712656 ), f(x)=-1.031628
x=(0.089832,-0.712656 ), f(x)=-1.031628
x=(0.089839,-0.712662 ), f(x)=-1.031628
x=(0.089839,-0.712662 ), f(x)=-1.031628
x=(0.089839,-0.712662 ), f(x)=-1.031628
x=(0.089839,-0.712662 ), f(x)=-1.031628
x=(0.089839,-0.712662 ), f(x)=-1.031628
x=(0.089839,-0.712662 ), f(x)=-1.031628
x=(0.089839,-0.712662 ), f(x)=-1.031628
x=(0.089839,-0.712662 ), f(x)=-1.031628
x=(0.089839,-0.712662 ), f(x)=-1.031628
x=(0.089839,-0.712662 ), f(x)=-1.031628
x=(0.089839,-0.712662 ), f(x)=-1.031628
x=(0.089839,-0.712662 ), f(x)=-1.031628
x=(0.089839,-0.712662 ), f(x)=-1.031628
x=(0.089838,-0.712661 ), f(x)=-1.031628
x=(0.089838,-0.712661 ), f(x)=-1.031628
x=(0.089838,-0.712661 ), f(x)=-1.031628
x=(0.089838,-0.712661 ), f(x)=-1.031628
x=(0.089838,-0.712661 ), f(x)=-1.031628
x=(0.089838,-0.712661 ), f(x)=-1.031628
x=(0.089837,-0.712659 ), f(x)=-1.031628
x=(0.089837,-0.712659 ), f(x)=-1.031628
x=(0.089838,-0.712659 ), f(x)=-1.031628
x=(0.089838,-0.712659 ), f(x)=-1.031628
x=(0.089838,-0.712659 ), f(x)=-1.031628
x=(0.089838,-0.712659 ), f(x)=-1.031628
x=(0.089838,-0.712657 ), f(x)=-1.031628
x=(0.089838,-0.712657 ), f(x)=-1.031628
x=(0.089839,-0.712658 ), f(x)=-1.031628
x=(0.089839,-0.712658 ), f(x)=-1.031628
x=(0.089839,-0.712658 ), f(x)=-1.031628
x=(0.089839,-0.712658 ), f(x)=-1.031628
x=(0.089839,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712654 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089841,-0.712656 ), f(x)=-1.031628
x=(0.089841,-0.712656 ), f(x)=-1.031628
x=(0.089841,-0.712656 ), f(x)=-1.031628
x=(0.089841,-0.712656 ), f(x)=-1.031628
x=(0.089841,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
