x=(-2.707714,-0.778692 ), f(x)=48.966879
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.090366,0.714263 ), f(x)=-1.031607
x=(-0.088958,0.711380 ), f(x)=-1.031613
x=(-0.088958,0.711380 ), f(x)=-1.031613
x=(-0.088958,0.711380 ), f(x)=-1.031613
x=(-0.088958,0.711380 ), f(x)=-1.031613
x=(-0.088958,0.711380 ), f(x)=-1.031613
x=(-0.088958,0.711380 ), f(x)=-1.031613
x=(-0.088958,0.711380 ), f(x)=-1.031613
x=(-0.088958,0.711380 ), f(x)=-1.031613
x=(-0.088958,0.711380 ), f(x)=-1.031613
x=(-0.088448,0.711711 ), f(x)=-1.031615
x=(-0.088448,0.711711 ), f(x)=-1.031615
x=(-0.088448,0.711711 ), f(x)=-1.031615
x=(-0.089539,0.712312 ), f(x)=-1.031627
x=(-0.089539,0.712312 ), f(x)=-1.031627
x=(-0.089442,0.712543 ), f(x)=-1.031628
x=(-0.089442,0.712543 ), f(x)=-1.031628
x=(-0.089442,0.712543 ), f(x)=-1.031628
x=(-0.089442,0.712543 ), f(x)=-1.031628
x=(-0.089442,0.712543 ), f(x)=-1.031628
x=(-0.089442,0.712543 ), f(x)=-1.031628
x=(-0.089442,0.712543 ), f(x)=-1.031628
x=(-0.089442,0.712543 ), f(x)=-1.031628
x=(-0.089442,0.712543 ), f(x)=-1.031628
x=(-0.089442,0.712543 ), f(x)=-1.031628
x=(-0.089583,0.712853 ), f(x)=-1.031628
x=(-0.089583,0.712853 ), f(x)=-1.031628
x=(-0.089638,0.712545 ), f(x)=-1.031628
x=(-0.089638,0.712545 ), f(x)=-1.031628
x=(-0.089886,0.712603 ), f(x)=-1.031628
x=(-0.089886,0.712603 ), f(x)=-1.031628
x=(-0.089886,0.712603 ), f(x)=-1.031628
x=(-0.089886,0.712603 ), f(x)=-1.031628
x=(-0.089904,0.712615 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089862,0.712705 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089840,0.712652 ), f(x)=-1.031628
x=(-0.089847,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712655 ), f(x)=-1.031628
x=(-0.089843,0.712655 ), f(x)=-1.031628
x=(-0.089843,0.712655 ), f(x)=-1.031628
x=(-0.089843,0.712655 ), f(x)=-1.031628
x=(-0.089843,0.712655 ), f(x)=-1.031628
x=(-0.089843,0.712655 ), f(x)=-1.031628
x=(-0.089843,0.712655 ), f(x)=-1.031628
x=(-0.089843,0.712655 ), f(x)=-1.031628
x=(-0.089841,0.712655 ), f(x)=-1.031628
x=(-0.089841,0.712655 ), f(x)=-1.031628
x=(-0.089841,0.712655 ), f(x)=-1.031628
x=(-0.089841,0.712655 ), f(x)=-1.031628
x=(-0.089841,0.712655 ), f(x)=-1.031628
x=(-0.089843,0.712656 ), f(x)=-1.031628
x=(-0.089843,0.712656 ), f(x)=-1.031628
x=(-0.089843,0.712656 ), f(x)=-1.031628
x=(-0.089843,0.712656 ), f(x)=-1.031628
x=(-0.089843,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
