x=(-3.000000,2.000000 ), f(x)=150.900000
x=(0.089550,-0.712625 ), f(x)=-1.031628
x=(0.089550,-0.712625 ), f(x)=-1.031628
x=(0.089550,-0.712625 ), f(x)=-1.031628
x=(0.089814,-0.712485 ), f(x)=-1.031628
x=(0.089814,-0.712485 ), f(x)=-1.031628
x=(0.089814,-0.712485 ), f(x)=-1.031628
x=(0.089818,-0.712728 ), f(x)=-1.031628
x=(0.089818,-0.712728 ), f(x)=-1.031628
x=(0.089818,-0.712728 ), f(x)=-1.031628
x=(0.089818,-0.712728 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089739,-0.712635 ), f(x)=-1.031628
x=(0.089867,-0.712600 ), f(x)=-1.031628
x=(0.089867,-0.712600 ), f(x)=-1.031628
x=(0.089805,-0.712616 ), f(x)=-1.031628
x=(0.089805,-0.712616 ), f(x)=-1.031628
x=(0.089805,-0.712616 ), f(x)=-1.031628
x=(0.089805,-0.712616 ), f(x)=-1.031628
x=(0.089805,-0.712616 ), f(x)=-1.031628
x=(0.089805,-0.712616 ), f(x)=-1.031628
x=(0.089805,-0.712616 ), f(x)=-1.031628
x=(0.089837,-0.712626 ), f(x)=-1.031628
x=(0.089837,-0.712626 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089833,-0.712654 ), f(x)=-1.031628
x=(0.089842,-0.712662 ), f(x)=-1.031628
x=(0.089842,-0.712662 ), f(x)=-1.031628
x=(0.089842,-0.712662 ), f(x)=-1.031628
x=(0.089842,-0.712662 ), f(x)=-1.031628
x=(0.089842,-0.712662 ), f(x)=-1.031628
x=(0.089842,-0.712662 ), f(x)=-1.031628
x=(0.089842,-0.712662 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089841,-0.712659 ), f(x)=-1.031628
x=(0.089844,-0.712658 ), f(x)=-1.031628
x=(0.089844,-0.712658 ), f(x)=-1.031628
x=(0.089844,-0.712658 ), f(x)=-1.031628
x=(0.089844,-0.712658 ), f(x)=-1.031628
x=(0.089844,-0.712658 ), f(x)=-1.031628
x=(0.089844,-0.712658 ), f(x)=-1.031628
x=(0.089844,-0.712658 ), f(x)=-1.031628
x=(0.089844,-0.712658 ), f(x)=-1.031628
x=(0.089844,-0.712658 ), f(x)=-1.031628
x=(0.089844,-0.712658 ), f(x)=-1.031628
x=(0.089843,-0.712655 ), f(x)=-1.031628
x=(0.089843,-0.712655 ), f(x)=-1.031628
x=(0.089843,-0.712655 ), f(x)=-1.031628
x=(0.089843,-0.712655 ), f(x)=-1.031628
x=(0.089843,-0.712655 ), f(x)=-1.031628
x=(0.089843,-0.712655 ), f(x)=-1.031628
x=(0.089843,-0.712655 ), f(x)=-1.031628
x=(0.089843,-0.712656 ), f(x)=-1.031628
x=(0.089843,-0.712656 ), f(x)=-1.031628
x=(0.089843,-0.712656 ), f(x)=-1.031628
x=(0.089843,-0.712656 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
