x=(1.918400,-1.566446 ), f(x)=14.157052
x=(-0.028373,0.776977 ), f(x)=-0.975817
x=(-0.028373,0.776977 ), f(x)=-0.975817
x=(-0.028373,0.776977 ), f(x)=-0.975817
x=(-0.028373,0.776977 ), f(x)=-0.975817
x=(-0.012558,0.688255 ), f(x)=-1.005244
x=(-0.020859,0.717052 ), f(x)=-1.012414
x=(-0.020859,0.717052 ), f(x)=-1.012414
x=(-0.020859,0.717052 ), f(x)=-1.012414
x=(-0.020859,0.717052 ), f(x)=-1.012414
x=(-0.020859,0.717052 ), f(x)=-1.012414
x=(-0.020859,0.717052 ), f(x)=-1.012414
x=(-0.020859,0.717052 ), f(x)=-1.012414
x=(-0.034832,0.687067 ), f(x)=-1.015959
x=(-0.065595,0.716186 ), f(x)=-1.029138
x=(-0.065595,0.716186 ), f(x)=-1.029138
x=(-0.065595,0.716186 ), f(x)=-1.029138
x=(-0.065595,0.716186 ), f(x)=-1.029138
x=(-0.065595,0.716186 ), f(x)=-1.029138
x=(-0.065595,0.716186 ), f(x)=-1.029138
x=(-0.065595,0.716186 ), f(x)=-1.029138
x=(-0.078862,0.710387 ), f(x)=-1.031140
x=(-0.078862,0.710387 ), f(x)=-1.031140
x=(-0.078862,0.710387 ), f(x)=-1.031140
x=(-0.079797,0.708608 ), f(x)=-1.031142
x=(-0.080285,0.712200 ), f(x)=-1.031274
x=(-0.088477,0.707468 ), f(x)=-1.031409
x=(-0.088477,0.707468 ), f(x)=-1.031409
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.088885,0.714317 ), f(x)=-1.031601
x=(-0.089273,0.713480 ), f(x)=-1.031621
x=(-0.089273,0.713480 ), f(x)=-1.031621
x=(-0.089273,0.713480 ), f(x)=-1.031621
x=(-0.089273,0.713480 ), f(x)=-1.031621
x=(-0.089273,0.713480 ), f(x)=-1.031621
x=(-0.089273,0.713480 ), f(x)=-1.031621
x=(-0.089273,0.713480 ), f(x)=-1.031621
x=(-0.089273,0.713480 ), f(x)=-1.031621
x=(-0.089273,0.713480 ), f(x)=-1.031621
x=(-0.089273,0.713480 ), f(x)=-1.031621
x=(-0.089273,0.713480 ), f(x)=-1.031621
x=(-0.089273,0.713480 ), f(x)=-1.031621
x=(-0.089273,0.713480 ), f(x)=-1.031621
x=(-0.089429,0.711874 ), f(x)=-1.031623
x=(-0.090440,0.712856 ), f(x)=-1.031627
x=(-0.090440,0.712856 ), f(x)=-1.031627
x=(-0.090440,0.712856 ), f(x)=-1.031627
x=(-0.090440,0.712856 ), f(x)=-1.031627
x=(-0.090440,0.712856 ), f(x)=-1.031627
x=(-0.090440,0.712856 ), f(x)=-1.031627
x=(-0.090040,0.712884 ), f(x)=-1.031628
x=(-0.090040,0.712884 ), f(x)=-1.031628
x=(-0.089917,0.712735 ), f(x)=-1.031628
x=(-0.089917,0.712735 ), f(x)=-1.031628
x=(-0.089917,0.712735 ), f(x)=-1.031628
x=(-0.089917,0.712735 ), f(x)=-1.031628
x=(-0.089917,0.712735 ), f(x)=-1.031628
x=(-0.089917,0.712735 ), f(x)=-1.031628
x=(-0.089917,0.712735 ), f(x)=-1.031628
x=(-0.089796,0.712595 ), f(x)=-1.031628
x=(-0.089796,0.712595 ), f(x)=-1.031628
x=(-0.089796,0.712595 ), f(x)=-1.031628
x=(-0.089796,0.712595 ), f(x)=-1.031628
x=(-0.089796,0.712595 ), f(x)=-1.031628
x=(-0.089796,0.712595 ), f(x)=-1.031628
x=(-0.089796,0.712595 ), f(x)=-1.031628
x=(-0.089796,0.712595 ), f(x)=-1.031628
x=(-0.089796,0.712595 ), f(x)=-1.031628
x=(-0.089796,0.712595 ), f(x)=-1.031628
x=(-0.089796,0.712595 ), f(x)=-1.031628
x=(-0.089837,0.712720 ), f(x)=-1.031628
x=(-0.089837,0.712720 ), f(x)=-1.031628
x=(-0.089837,0.712720 ), f(x)=-1.031628
x=(-0.089837,0.712720 ), f(x)=-1.031628
x=(-0.089837,0.712720 ), f(x)=-1.031628
x=(-0.089837,0.712720 ), f(x)=-1.031628
x=(-0.089837,0.712720 ), f(x)=-1.031628
x=(-0.089837,0.712720 ), f(x)=-1.031628
x=(-0.089837,0.712720 ), f(x)=-1.031628
x=(-0.089871,0.712696 ), f(x)=-1.031628
x=(-0.089871,0.712696 ), f(x)=-1.031628
x=(-0.089871,0.712696 ), f(x)=-1.031628
x=(-0.089871,0.712696 ), f(x)=-1.031628
x=(-0.089871,0.712696 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089879,0.712688 ), f(x)=-1.031628
x=(-0.089838,0.712663 ), f(x)=-1.031628
x=(-0.089838,0.712663 ), f(x)=-1.031628
x=(-0.089838,0.712663 ), f(x)=-1.031628
x=(-0.089838,0.712663 ), f(x)=-1.031628
x=(-0.089838,0.712663 ), f(x)=-1.031628
x=(-0.089838,0.712663 ), f(x)=-1.031628
x=(-0.089838,0.712663 ), f(x)=-1.031628
x=(-0.089838,0.712663 ), f(x)=-1.031628
x=(-0.089838,0.712663 ), f(x)=-1.031628
x=(-0.089838,0.712663 ), f(x)=-1.031628
x=(-0.089836,0.712652 ), f(x)=-1.031628
x=(-0.089836,0.712652 ), f(x)=-1.031628
x=(-0.089836,0.712652 ), f(x)=-1.031628
x=(-0.089836,0.712652 ), f(x)=-1.031628
x=(-0.089841,0.712657 ), f(x)=-1.031628
x=(-0.089841,0.712657 ), f(x)=-1.031628
x=(-0.089841,0.712657 ), f(x)=-1.031628
x=(-0.089841,0.712657 ), f(x)=-1.031628
x=(-0.089841,0.712657 ), f(x)=-1.031628
x=(-0.089841,0.712657 ), f(x)=-1.031628
x=(-0.089841,0.712657 ), f(x)=-1.031628
x=(-0.089841,0.712657 ), f(x)=-1.031628
x=(-0.089841,0.712657 ), f(x)=-1.031628
x=(-0.089841,0.712657 ), f(x)=-1.031628
x=(-0.089841,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
