x=(0.751256,1.530882 ), f(x)=15.394068
x=(0.090370,-0.713677 ), f(x)=-1.031619
x=(0.090370,-0.713677 ), f(x)=-1.031619
x=(0.090370,-0.713677 ), f(x)=-1.031619
x=(0.090370,-0.713677 ), f(x)=-1.031619
x=(0.090370,-0.713677 ), f(x)=-1.031619
x=(0.090370,-0.713677 ), f(x)=-1.031619
x=(0.090370,-0.713677 ), f(x)=-1.031619
x=(0.090370,-0.713677 ), f(x)=-1.031619
x=(0.088662,-0.712322 ), f(x)=-1.031622
x=(0.088662,-0.712322 ), f(x)=-1.031622
x=(0.089122,-0.712664 ), f(x)=-1.031626
x=(0.089122,-0.712664 ), f(x)=-1.031626
x=(0.089122,-0.712664 ), f(x)=-1.031626
x=(0.089122,-0.712664 ), f(x)=-1.031626
x=(0.089122,-0.712664 ), f(x)=-1.031626
x=(0.089122,-0.712664 ), f(x)=-1.031626
x=(0.089122,-0.712664 ), f(x)=-1.031626
x=(0.090080,-0.712791 ), f(x)=-1.031628
x=(0.090018,-0.712577 ), f(x)=-1.031628
x=(0.090018,-0.712577 ), f(x)=-1.031628
x=(0.090018,-0.712577 ), f(x)=-1.031628
x=(0.090018,-0.712577 ), f(x)=-1.031628
x=(0.089797,-0.712637 ), f(x)=-1.031628
x=(0.089797,-0.712637 ), f(x)=-1.031628
x=(0.089797,-0.712637 ), f(x)=-1.031628
x=(0.089797,-0.712637 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089859,-0.712681 ), f(x)=-1.031628
x=(0.089806,-0.712655 ), f(x)=-1.031628
x=(0.089806,-0.712655 ), f(x)=-1.031628
x=(0.089806,-0.712655 ), f(x)=-1.031628
x=(0.089806,-0.712655 ), f(x)=-1.031628
x=(0.089806,-0.712655 ), f(x)=-1.031628
x=(0.089806,-0.712655 ), f(x)=-1.031628
x=(0.089806,-0.712655 ), f(x)=-1.031628
x=(0.089874,-0.712663 ), f(x)=-1.031628
x=(0.089840,-0.712669 ), f(x)=-1.031628
x=(0.089840,-0.712669 ), f(x)=-1.031628
x=(0.089840,-0.712669 ), f(x)=-1.031628
x=(0.089840,-0.712669 ), f(x)=-1.031628
x=(0.089840,-0.712669 ), f(x)=-1.031628
x=(0.089840,-0.712669 ), f(x)=-1.031628
x=(0.089840,-0.712669 ), f(x)=-1.031628
x=(0.089840,-0.712669 ), f(x)=-1.031628
x=(0.089840,-0.712669 ), f(x)=-1.031628
x=(0.089840,-0.712669 ), f(x)=-1.031628
x=(0.089840,-0.712669 ), f(x)=-1.031628
x=(0.089840,-0.712662 ), f(x)=-1.031628
x=(0.089840,-0.712662 ), f(x)=-1.031628
x=(0.089840,-0.712662 ), f(x)=-1.031628
x=(0.089840,-0.712662 ), f(x)=-1.031628
x=(0.089840,-0.712662 ), f(x)=-1.031628
x=(0.089840,-0.712662 ), f(x)=-1.031628
x=(0.089840,-0.712662 ), f(x)=-1.031628
x=(0.089837,-0.712659 ), f(x)=-1.031628
x=(0.089846,-0.712656 ), f(x)=-1.031628
x=(0.089846,-0.712656 ), f(x)=-1.031628
x=(0.089846,-0.712656 ), f(x)=-1.031628
x=(0.089846,-0.712656 ), f(x)=-1.031628
x=(0.089846,-0.712656 ), f(x)=-1.031628
x=(0.089846,-0.712656 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089843,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712655 ), f(x)=-1.031628
x=(0.089842,-0.712655 ), f(x)=-1.031628
x=(0.089842,-0.712655 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
