x=(-2.548713,-1.534159 ), f(x)=45.393935
x=(-0.063647,-0.688862 ), f(x)=-0.937391
x=(-0.063647,-0.688862 ), f(x)=-0.937391
x=(-0.063647,-0.688862 ), f(x)=-0.937391
x=(-0.063647,-0.688862 ), f(x)=-0.937391
x=(-0.063647,-0.688862 ), f(x)=-0.937391
x=(-0.063647,-0.688862 ), f(x)=-0.937391
x=(-0.063647,-0.688862 ), f(x)=-0.937391
x=(-0.063647,-0.688862 ), f(x)=-0.937391
x=(-0.063647,-0.688862 ), f(x)=-0.937391
x=(-0.063647,-0.688862 ), f(x)=-0.937391
x=(-0.063647,-0.688862 ), f(x)=-0.937391
x=(0.056768,-0.645701 ), f(x)=-0.996184
x=(0.056768,-0.645701 ), f(x)=-0.996184
x=(0.056768,-0.645701 ), f(x)=-0.996184
x=(0.056768,-0.645701 ), f(x)=-0.996184
x=(0.056768,-0.645701 ), f(x)=-0.996184
x=(0.034009,-0.691347 ), f(x)=-1.016946
x=(0.034009,-0.691347 ), f(x)=-1.016946
x=(0.034009,-0.691347 ), f(x)=-1.016946
x=(0.112960,-0.698508 ), f(x)=-1.027621
x=(0.112960,-0.698508 ), f(x)=-1.027621
x=(0.112960,-0.698508 ), f(x)=-1.027621
x=(0.112960,-0.698508 ), f(x)=-1.027621
x=(0.078416,-0.711601 ), f(x)=-1.031121
x=(0.078416,-0.711601 ), f(x)=-1.031121
x=(0.078416,-0.711601 ), f(x)=-1.031121
x=(0.078416,-0.711601 ), f(x)=-1.031121
x=(0.078416,-0.711601 ), f(x)=-1.031121
x=(0.078416,-0.711601 ), f(x)=-1.031121
x=(0.078416,-0.711601 ), f(x)=-1.031121
x=(0.078416,-0.711601 ), f(x)=-1.031121
x=(0.078416,-0.711601 ), f(x)=-1.031121
x=(0.078416,-0.711601 ), f(x)=-1.031121
x=(0.078416,-0.711601 ), f(x)=-1.031121
x=(0.098683,-0.708738 ), f(x)=-1.031165
x=(0.098683,-0.708738 ), f(x)=-1.031165
x=(0.098683,-0.708738 ), f(x)=-1.031165
x=(0.098683,-0.708738 ), f(x)=-1.031165
x=(0.098683,-0.708738 ), f(x)=-1.031165
x=(0.098683,-0.708738 ), f(x)=-1.031165
x=(0.098683,-0.708738 ), f(x)=-1.031165
x=(0.098683,-0.708738 ), f(x)=-1.031165
x=(0.098683,-0.708738 ), f(x)=-1.031165
x=(0.099374,-0.712767 ), f(x)=-1.031276
x=(0.099374,-0.712767 ), f(x)=-1.031276
x=(0.099374,-0.712767 ), f(x)=-1.031276
x=(0.099374,-0.712767 ), f(x)=-1.031276
x=(0.099374,-0.712767 ), f(x)=-1.031276
x=(0.099374,-0.712767 ), f(x)=-1.031276
x=(0.099374,-0.712767 ), f(x)=-1.031276
x=(0.099374,-0.712767 ), f(x)=-1.031276
x=(0.099374,-0.712767 ), f(x)=-1.031276
x=(0.097909,-0.714017 ), f(x)=-1.031371
x=(0.097909,-0.714017 ), f(x)=-1.031371
x=(0.096959,-0.714047 ), f(x)=-1.031425
x=(0.096959,-0.714047 ), f(x)=-1.031425
x=(0.096959,-0.714047 ), f(x)=-1.031425
x=(0.096345,-0.713952 ), f(x)=-1.031458
x=(0.096345,-0.713952 ), f(x)=-1.031458
x=(0.096345,-0.713952 ), f(x)=-1.031458
x=(0.094711,-0.713611 ), f(x)=-1.031533
x=(0.094711,-0.713611 ), f(x)=-1.031533
x=(0.094711,-0.713611 ), f(x)=-1.031533
x=(0.094711,-0.713611 ), f(x)=-1.031533
x=(0.094711,-0.713611 ), f(x)=-1.031533
x=(0.094711,-0.713611 ), f(x)=-1.031533
x=(0.094711,-0.713611 ), f(x)=-1.031533
x=(0.093681,-0.712590 ), f(x)=-1.031571
x=(0.093681,-0.712590 ), f(x)=-1.031571
x=(0.092291,-0.713253 ), f(x)=-1.031604
x=(0.091238,-0.712487 ), f(x)=-1.031620
x=(0.090857,-0.712682 ), f(x)=-1.031624
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.090279,-0.712598 ), f(x)=-1.031628
x=(0.089917,-0.712489 ), f(x)=-1.031628
x=(0.089794,-0.712498 ), f(x)=-1.031628
x=(0.089794,-0.712498 ), f(x)=-1.031628
x=(0.089892,-0.712663 ), f(x)=-1.031628
x=(0.089892,-0.712663 ), f(x)=-1.031628
x=(0.089892,-0.712663 ), f(x)=-1.031628
x=(0.089892,-0.712663 ), f(x)=-1.031628
x=(0.089892,-0.712663 ), f(x)=-1.031628
x=(0.089892,-0.712663 ), f(x)=-1.031628
x=(0.089892,-0.712663 ), f(x)=-1.031628
x=(0.089892,-0.712663 ), f(x)=-1.031628
x=(0.089892,-0.712663 ), f(x)=-1.031628
x=(0.089892,-0.712663 ), f(x)=-1.031628
x=(0.089892,-0.712663 ), f(x)=-1.031628
x=(0.089857,-0.712637 ), f(x)=-1.031628
x=(0.089857,-0.712637 ), f(x)=-1.031628
x=(0.089857,-0.712637 ), f(x)=-1.031628
x=(0.089857,-0.712637 ), f(x)=-1.031628
x=(0.089857,-0.712637 ), f(x)=-1.031628
x=(0.089857,-0.712637 ), f(x)=-1.031628
x=(0.089857,-0.712637 ), f(x)=-1.031628
x=(0.089822,-0.712644 ), f(x)=-1.031628
x=(0.089822,-0.712644 ), f(x)=-1.031628
x=(0.089822,-0.712644 ), f(x)=-1.031628
x=(0.089822,-0.712644 ), f(x)=-1.031628
x=(0.089822,-0.712644 ), f(x)=-1.031628
x=(0.089832,-0.712645 ), f(x)=-1.031628
x=(0.089832,-0.712645 ), f(x)=-1.031628
x=(0.089832,-0.712645 ), f(x)=-1.031628
x=(0.089832,-0.712645 ), f(x)=-1.031628
x=(0.089832,-0.712645 ), f(x)=-1.031628
x=(0.089832,-0.712645 ), f(x)=-1.031628
x=(0.089832,-0.712645 ), f(x)=-1.031628
x=(0.089832,-0.712645 ), f(x)=-1.031628
x=(0.089832,-0.712645 ), f(x)=-1.031628
x=(0.089832,-0.712645 ), f(x)=-1.031628
x=(0.089832,-0.712645 ), f(x)=-1.031628
x=(0.089837,-0.712652 ), f(x)=-1.031628
x=(0.089837,-0.712652 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712654 ), f(x)=-1.031628
x=(0.089841,-0.712655 ), f(x)=-1.031628
x=(0.089841,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089841,-0.712656 ), f(x)=-1.031628
x=(0.089841,-0.712656 ), f(x)=-1.031628
x=(0.089841,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712657 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
x=(0.089842,-0.712656 ), f(x)=-1.031628
