x=(-1.369782,-0.371322 ), f(x)=2.347138
x=(-0.091380,0.688643 ), f(x)=-1.027017
x=(-0.091380,0.688643 ), f(x)=-1.027017
x=(-0.091380,0.688643 ), f(x)=-1.027017
x=(-0.091380,0.688643 ), f(x)=-1.027017
x=(-0.091380,0.688643 ), f(x)=-1.027017
x=(-0.091380,0.688643 ), f(x)=-1.027017
x=(-0.065258,0.699421 ), f(x)=-1.028179
x=(-0.065258,0.699421 ), f(x)=-1.028179
x=(-0.065258,0.699421 ), f(x)=-1.028179
x=(-0.065258,0.699421 ), f(x)=-1.028179
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.095258,0.713785 ), f(x)=-1.031510
x=(-0.090350,0.712588 ), f(x)=-1.031627
x=(-0.090350,0.712588 ), f(x)=-1.031627
x=(-0.090350,0.712588 ), f(x)=-1.031627
x=(-0.090350,0.712588 ), f(x)=-1.031627
x=(-0.090350,0.712588 ), f(x)=-1.031627
x=(-0.090350,0.712588 ), f(x)=-1.031627
x=(-0.090350,0.712588 ), f(x)=-1.031627
x=(-0.090350,0.712588 ), f(x)=-1.031627
x=(-0.090350,0.712588 ), f(x)=-1.031627
x=(-0.090350,0.712588 ), f(x)=-1.031627
x=(-0.090350,0.712588 ), f(x)=-1.031627
x=(-0.090350,0.712588 ), f(x)=-1.031627
x=(-0.090350,0.712588 ), f(x)=-1.031627
x=(-0.090192,0.712592 ), f(x)=-1.031628
x=(-0.090192,0.712592 ), f(x)=-1.031628
x=(-0.090192,0.712592 ), f(x)=-1.031628
x=(-0.090192,0.712592 ), f(x)=-1.031628
x=(-0.090192,0.712592 ), f(x)=-1.031628
x=(-0.090192,0.712592 ), f(x)=-1.031628
x=(-0.090192,0.712592 ), f(x)=-1.031628
x=(-0.090192,0.712592 ), f(x)=-1.031628
x=(-0.089738,0.712792 ), f(x)=-1.031628
x=(-0.089738,0.712792 ), f(x)=-1.031628
x=(-0.089738,0.712792 ), f(x)=-1.031628
x=(-0.089738,0.712792 ), f(x)=-1.031628
x=(-0.089738,0.712792 ), f(x)=-1.031628
x=(-0.089738,0.712792 ), f(x)=-1.031628
x=(-0.089738,0.712792 ), f(x)=-1.031628
x=(-0.089738,0.712792 ), f(x)=-1.031628
x=(-0.089738,0.712792 ), f(x)=-1.031628
x=(-0.089738,0.712792 ), f(x)=-1.031628
x=(-0.089738,0.712792 ), f(x)=-1.031628
x=(-0.090000,0.712729 ), f(x)=-1.031628
x=(-0.090000,0.712729 ), f(x)=-1.031628
x=(-0.090000,0.712729 ), f(x)=-1.031628
x=(-0.090000,0.712729 ), f(x)=-1.031628
x=(-0.090000,0.712729 ), f(x)=-1.031628
x=(-0.090003,0.712670 ), f(x)=-1.031628
x=(-0.089960,0.712588 ), f(x)=-1.031628
x=(-0.089960,0.712588 ), f(x)=-1.031628
x=(-0.089897,0.712601 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089834,0.712646 ), f(x)=-1.031628
x=(-0.089829,0.712654 ), f(x)=-1.031628
x=(-0.089829,0.712654 ), f(x)=-1.031628
x=(-0.089829,0.712654 ), f(x)=-1.031628
x=(-0.089829,0.712654 ), f(x)=-1.031628
x=(-0.089829,0.712654 ), f(x)=-1.031628
x=(-0.089829,0.712654 ), f(x)=-1.031628
x=(-0.089829,0.712654 ), f(x)=-1.031628
x=(-0.089829,0.712654 ), f(x)=-1.031628
x=(-0.089830,0.712652 ), f(x)=-1.031628
x=(-0.089830,0.712652 ), f(x)=-1.031628
x=(-0.089830,0.712652 ), f(x)=-1.031628
x=(-0.089830,0.712652 ), f(x)=-1.031628
x=(-0.089830,0.712652 ), f(x)=-1.031628
x=(-0.089830,0.712652 ), f(x)=-1.031628
x=(-0.089830,0.712652 ), f(x)=-1.031628
x=(-0.089830,0.712652 ), f(x)=-1.031628
x=(-0.089830,0.712652 ), f(x)=-1.031628
x=(-0.089830,0.712652 ), f(x)=-1.031628
x=(-0.089830,0.712652 ), f(x)=-1.031628
x=(-0.089830,0.712652 ), f(x)=-1.031628
x=(-0.089830,0.712652 ), f(x)=-1.031628
x=(-0.089830,0.712652 ), f(x)=-1.031628
x=(-0.089830,0.712652 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
