x=(1.000000,1.500000 ), f(x)=14.983333
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.148308,0.703778 ), f(x)=-1.017319
x=(-0.066444,0.717858 ), f(x)=-1.029140
x=(-0.066444,0.717858 ), f(x)=-1.029140
x=(-0.066444,0.717858 ), f(x)=-1.029140
x=(-0.066444,0.717858 ), f(x)=-1.029140
x=(-0.066444,0.717858 ), f(x)=-1.029140
x=(-0.066444,0.717858 ), f(x)=-1.029140
x=(-0.066444,0.717858 ), f(x)=-1.029140
x=(-0.066444,0.717858 ), f(x)=-1.029140
x=(-0.079095,0.708213 ), f(x)=-1.031064
x=(-0.079095,0.708213 ), f(x)=-1.031064
x=(-0.091602,0.708567 ), f(x)=-1.031473
x=(-0.091602,0.708567 ), f(x)=-1.031473
x=(-0.091602,0.708567 ), f(x)=-1.031473
x=(-0.091602,0.708567 ), f(x)=-1.031473
x=(-0.091602,0.708567 ), f(x)=-1.031473
x=(-0.091602,0.708567 ), f(x)=-1.031473
x=(-0.094111,0.710529 ), f(x)=-1.031511
x=(-0.094111,0.710529 ), f(x)=-1.031511
x=(-0.094111,0.710529 ), f(x)=-1.031511
x=(-0.094111,0.710529 ), f(x)=-1.031511
x=(-0.094111,0.710529 ), f(x)=-1.031511
x=(-0.094111,0.710529 ), f(x)=-1.031511
x=(-0.094111,0.710529 ), f(x)=-1.031511
x=(-0.094111,0.710529 ), f(x)=-1.031511
x=(-0.094111,0.710529 ), f(x)=-1.031511
x=(-0.093328,0.712066 ), f(x)=-1.031576
x=(-0.093328,0.712066 ), f(x)=-1.031576
x=(-0.093328,0.712066 ), f(x)=-1.031576
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.091194,0.710994 ), f(x)=-1.031596
x=(-0.089749,0.714260 ), f(x)=-1.031607
x=(-0.089577,0.713182 ), f(x)=-1.031626
x=(-0.090196,0.713027 ), f(x)=-1.031627
x=(-0.090196,0.713027 ), f(x)=-1.031627
x=(-0.090196,0.713027 ), f(x)=-1.031627
x=(-0.090196,0.713027 ), f(x)=-1.031627
x=(-0.090196,0.713027 ), f(x)=-1.031627
x=(-0.090196,0.713027 ), f(x)=-1.031627
x=(-0.090196,0.713027 ), f(x)=-1.031627
x=(-0.090196,0.713027 ), f(x)=-1.031627
x=(-0.089515,0.712508 ), f(x)=-1.031628
x=(-0.089820,0.712515 ), f(x)=-1.031628
x=(-0.089820,0.712515 ), f(x)=-1.031628
x=(-0.089820,0.712515 ), f(x)=-1.031628
x=(-0.089820,0.712515 ), f(x)=-1.031628
x=(-0.089820,0.712515 ), f(x)=-1.031628
x=(-0.089820,0.712515 ), f(x)=-1.031628
x=(-0.089820,0.712515 ), f(x)=-1.031628
x=(-0.089820,0.712515 ), f(x)=-1.031628
x=(-0.089820,0.712515 ), f(x)=-1.031628
x=(-0.089957,0.712778 ), f(x)=-1.031628
x=(-0.089689,0.712627 ), f(x)=-1.031628
x=(-0.089689,0.712627 ), f(x)=-1.031628
x=(-0.089689,0.712627 ), f(x)=-1.031628
x=(-0.089689,0.712627 ), f(x)=-1.031628
x=(-0.089689,0.712627 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089880,0.712621 ), f(x)=-1.031628
x=(-0.089887,0.712666 ), f(x)=-1.031628
x=(-0.089887,0.712666 ), f(x)=-1.031628
x=(-0.089873,0.712636 ), f(x)=-1.031628
x=(-0.089873,0.712636 ), f(x)=-1.031628
x=(-0.089873,0.712636 ), f(x)=-1.031628
x=(-0.089873,0.712636 ), f(x)=-1.031628
x=(-0.089873,0.712636 ), f(x)=-1.031628
x=(-0.089873,0.712636 ), f(x)=-1.031628
x=(-0.089873,0.712636 ), f(x)=-1.031628
x=(-0.089873,0.712636 ), f(x)=-1.031628
x=(-0.089873,0.712636 ), f(x)=-1.031628
x=(-0.089873,0.712636 ), f(x)=-1.031628
x=(-0.089873,0.712636 ), f(x)=-1.031628
x=(-0.089875,0.712659 ), f(x)=-1.031628
x=(-0.089875,0.712659 ), f(x)=-1.031628
x=(-0.089875,0.712659 ), f(x)=-1.031628
x=(-0.089875,0.712659 ), f(x)=-1.031628
x=(-0.089875,0.712659 ), f(x)=-1.031628
x=(-0.089875,0.712659 ), f(x)=-1.031628
x=(-0.089875,0.712659 ), f(x)=-1.031628
x=(-0.089875,0.712659 ), f(x)=-1.031628
x=(-0.089875,0.712659 ), f(x)=-1.031628
x=(-0.089875,0.712659 ), f(x)=-1.031628
x=(-0.089875,0.712659 ), f(x)=-1.031628
x=(-0.089868,0.712661 ), f(x)=-1.031628
x=(-0.089868,0.712661 ), f(x)=-1.031628
x=(-0.089864,0.712658 ), f(x)=-1.031628
x=(-0.089864,0.712658 ), f(x)=-1.031628
x=(-0.089855,0.712658 ), f(x)=-1.031628
x=(-0.089849,0.712655 ), f(x)=-1.031628
x=(-0.089849,0.712655 ), f(x)=-1.031628
x=(-0.089847,0.712656 ), f(x)=-1.031628
x=(-0.089847,0.712656 ), f(x)=-1.031628
x=(-0.089847,0.712656 ), f(x)=-1.031628
x=(-0.089847,0.712656 ), f(x)=-1.031628
x=(-0.089846,0.712656 ), f(x)=-1.031628
x=(-0.089844,0.712658 ), f(x)=-1.031628
x=(-0.089844,0.712658 ), f(x)=-1.031628
x=(-0.089844,0.712658 ), f(x)=-1.031628
x=(-0.089844,0.712658 ), f(x)=-1.031628
x=(-0.089844,0.712658 ), f(x)=-1.031628
x=(-0.089844,0.712658 ), f(x)=-1.031628
x=(-0.089844,0.712657 ), f(x)=-1.031628
x=(-0.089844,0.712657 ), f(x)=-1.031628
x=(-0.089844,0.712657 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089843,0.712658 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089841,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712657 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
x=(-0.089842,0.712656 ), f(x)=-1.031628
